"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"DC","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","494","","10/01/2014","09/30/2015"
"DE","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","403","","10/01/2014","09/30/2015"
"FL","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","294","","10/01/2014","09/30/2015"
"GA","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","293","","10/01/2014","09/30/2015"
"GU","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","Not Available","5 - Results are not available for this reporting period.","10/01/2014","09/30/2015"
"HI","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","306","","10/01/2014","09/30/2015"
"IA","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","208","","10/01/2014","09/30/2015"
"ID","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","230","","10/01/2014","09/30/2015"
"IL","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","267","","10/01/2014","09/30/2015"
"IN","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","240","","10/01/2014","09/30/2015"
"KS","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","193","","10/01/2014","09/30/2015"
"KY","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","248","","10/01/2014","09/30/2015"
"LA","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","255","","10/01/2014","09/30/2015"
"MA","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","330","","10/01/2014","09/30/2015"
"MD","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2014","09/30/2015"
"ME","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","302","","10/01/2014","09/30/2015"
"MI","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","291","","10/01/2014","09/30/2015"
"MN","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","210","","10/01/2014","09/30/2015"
"MO","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","242","","10/01/2014","09/30/2015"
"MP","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","Not Available","5 - Results are not available for this reporting period.","10/01/2014","09/30/2015"
"MS","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","225","","10/01/2014","09/30/2015"
"MT","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","229","","10/01/2014","09/30/2015"
"NC","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","289","","10/01/2014","09/30/2015"
"ND","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","204","","10/01/2014","09/30/2015"
"NE","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","204","","10/01/2014","09/30/2015"
"NH","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","295","","10/01/2014","09/30/2015"
"NJ","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","364","","10/01/2014","09/30/2015"
"NM","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","297","","10/01/2014","09/30/2015"
"NV","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","346","","10/01/2014","09/30/2015"
"NY","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","381","","10/01/2014","09/30/2015"
"OH","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","265","","10/01/2014","09/30/2015"
"OK","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","215","","10/01/2014","09/30/2015"
"OR","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","246","","10/01/2014","09/30/2015"
"PA","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","280","","10/01/2014","09/30/2015"
"PR","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","646","","10/01/2014","09/30/2015"
"RI","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","322","","10/01/2014","09/30/2015"
"SC","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","278","","10/01/2014","09/30/2015"
"SD","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","175","","10/01/2014","09/30/2015"
"TN","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","246","","10/01/2014","09/30/2015"
"TX","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","274","","10/01/2014","09/30/2015"
"UT","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","213","","10/01/2014","09/30/2015"
"VA","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","273","","10/01/2014","09/30/2015"
"VI","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","464","","10/01/2014","09/30/2015"
"VT","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","303","","10/01/2014","09/30/2015"
"WA","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","278","","10/01/2014","09/30/2015"
"WI","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","205","","10/01/2014","09/30/2015"
"WV","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","267","","10/01/2014","09/30/2015"
"WY","Emergency Department","Average (median) time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better","ED_1b","212","","10/01/2014","09/30/2015"
"AK","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","291","","10/01/2014","09/30/2015"
"AL","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","210","","10/01/2014","09/30/2015"
"AR","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","204","","10/01/2014","09/30/2015"
"AZ","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","235","","10/01/2014","09/30/2015"
"CA","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","275","","10/01/2014","09/30/2015"
"CO","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","214","","10/01/2014","09/30/2015"
"CT","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","304","","10/01/2014","09/30/2015"
"DC","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"DE","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"FL","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","246","","10/01/2014","09/30/2015"
"GA","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","234","","10/01/2014","09/30/2015"
"HI","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","263","","10/01/2014","09/30/2015"
"IA","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","193","","10/01/2014","09/30/2015"
"ID","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","224","","10/01/2014","09/30/2015"
"IL","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","219","","10/01/2014","09/30/2015"
"IN","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","224","","10/01/2014","09/30/2015"
"KS","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","185","","10/01/2014","09/30/2015"
"KY","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","211","","10/01/2014","09/30/2015"
"LA","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","208","","10/01/2014","09/30/2015"
"MA","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","266","","10/01/2014","09/30/2015"
"MD","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2014","09/30/2015"
"ME","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","277","","10/01/2014","09/30/2015"
"MI","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","249","","10/01/2014","09/30/2015"
"MN","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","192","","10/01/2014","09/30/2015"
"MO","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","212","","10/01/2014","09/30/2015"
"MS","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","194","","10/01/2014","09/30/2015"
"MT","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","181","","10/01/2014","09/30/2015"
"NC","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","269","","10/01/2014","09/30/2015"
"ND","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"NE","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","183","","10/01/2014","09/30/2015"
"NH","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","273","","10/01/2014","09/30/2015"
"NJ","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","250","","10/01/2014","09/30/2015"
"NM","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","287","","10/01/2014","09/30/2015"
"NV","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","232","","10/01/2014","09/30/2015"
"NY","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","268","","10/01/2014","09/30/2015"
"OH","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","223","","10/01/2014","09/30/2015"
"OK","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","188","","10/01/2014","09/30/2015"
"OR","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","217","","10/01/2014","09/30/2015"
"PA","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","220","","10/01/2014","09/30/2015"
"PR","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"RI","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","262","","10/01/2014","09/30/2015"
"SC","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","240","","10/01/2014","09/30/2015"
"SD","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","157","","10/01/2014","09/30/2015"
"TN","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","200","","10/01/2014","09/30/2015"
"TX","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","210","","10/01/2014","09/30/2015"
"UT","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","186","","10/01/2014","09/30/2015"
"VA","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","218","","10/01/2014","09/30/2015"
"VI","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"VT","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","285","","10/01/2014","09/30/2015"
"WA","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","240","","10/01/2014","09/30/2015"
"WI","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","200","","10/01/2014","09/30/2015"
"WV","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","237","","10/01/2014","09/30/2015"
"WY","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (low)","ED_1b_LOW_MIN","179","","10/01/2014","09/30/2015"
"AK","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","256","","10/01/2014","09/30/2015"
"AL","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","258","","10/01/2014","09/30/2015"
"AR","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","223","","10/01/2014","09/30/2015"
"AZ","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","255","","10/01/2014","09/30/2015"
"CA","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","313","","10/01/2014","09/30/2015"
"CO","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","240","","10/01/2014","09/30/2015"
"CT","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","320.5","","10/01/2014","09/30/2015"
"DC","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","411.5","","10/01/2014","09/30/2015"
"DE","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","353","","10/01/2014","09/30/2015"
"FL","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","274","","10/01/2014","09/30/2015"
"GA","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","275.5","","10/01/2014","09/30/2015"
"HI","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","255","","10/01/2014","09/30/2015"
"IA","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","211","","10/01/2014","09/30/2015"
"ID","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","233","","10/01/2014","09/30/2015"
"IL","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","252.5","","10/01/2014","09/30/2015"
"IN","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","221","","10/01/2014","09/30/2015"
"KS","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","220","","10/01/2014","09/30/2015"
"KY","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","245","","10/01/2014","09/30/2015"
"LA","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","253","","10/01/2014","09/30/2015"
"MA","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","316.5","","10/01/2014","09/30/2015"
"MD","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2014","09/30/2015"
"ME","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","311","","10/01/2014","09/30/2015"
"MI","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","265","","10/01/2014","09/30/2015"
"MN","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","220","","10/01/2014","09/30/2015"
"MO","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","239","","10/01/2014","09/30/2015"
"MS","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","212.5","","10/01/2014","09/30/2015"
"MT","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","258","","10/01/2014","09/30/2015"
"NC","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","270","","10/01/2014","09/30/2015"
"ND","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","220","","10/01/2014","09/30/2015"
"NE","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","207","","10/01/2014","09/30/2015"
"NH","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","332","","10/01/2014","09/30/2015"
"NJ","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","334.5","","10/01/2014","09/30/2015"
"NM","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","298","","10/01/2014","09/30/2015"
"NV","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","264","","10/01/2014","09/30/2015"
"NY","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","360","","10/01/2014","09/30/2015"
"OH","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","249","","10/01/2014","09/30/2015"
"OK","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","221","","10/01/2014","09/30/2015"
"OR","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","239","","10/01/2014","09/30/2015"
"PA","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","274","","10/01/2014","09/30/2015"
"PR","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"RI","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","306","","10/01/2014","09/30/2015"
"SC","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","257","","10/01/2014","09/30/2015"
"SD","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","172","","10/01/2014","09/30/2015"
"TN","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","227","","10/01/2014","09/30/2015"
"TX","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","273","","10/01/2014","09/30/2015"
"UT","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","241","","10/01/2014","09/30/2015"
"VA","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","265","","10/01/2014","09/30/2015"
"VI","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"VT","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","305.5","","10/01/2014","09/30/2015"
"WA","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","284.5","","10/01/2014","09/30/2015"
"WI","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","207","","10/01/2014","09/30/2015"
"WV","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","258","","10/01/2014","09/30/2015"
"WY","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (moderate)","ED_1b_MEDIUM_MIN","210","","10/01/2014","09/30/2015"
"AK","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"AL","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","275","","10/01/2014","09/30/2015"
